Id,Name,City,State,Country,Region,IATA,ICAO,Latitude,Longitude,Elevation,UTC,DST
253,Abidjan Felix Houphouet Boigny Intl,Abidjan,Abidjan,Cote d'Ivoire,Africa,ABJ,DIAP,5.261386,-3.926294,21,0,N
254,Bouake,Bouake,Abidjan,Cote d'Ivoire,Africa,BYK,DIBK,7.7388,-5.073667,1230,0,N
255,Daloa,Daloa,Abidjan,Cote d'Ivoire,Africa,DJO,DIDL,6.792808,-6.473189,823,0,N
256,Korhogo,Korhogo,Abidjan,Cote d'Ivoire,Africa,HGO,DIKO,9.387183,-5.556664,1214,0,N
257,Man,Man,Abidjan,Cote d'Ivoire,Africa,MJC,DIMN,7.272069,-7.587364,1089,0,N
258,San Pedro,San Pedro,Abidjan,Cote d'Ivoire,Africa,SPY,DISP,4.746717,-6.660817,26,0,N
259,Yamoussoukro,Yamoussoukro,Abidjan,Cote d'Ivoire,Africa,ASK,DIYO,6.903167,-5.365581,699,0,N
260,Nnamdi Azikiwe Intl,Abuja,Lagos,Nigeria,Africa,ABV,DNAA,9.006792,7.263172,1123,1,N
261,Akure,Akure,Lagos,Nigeria,Africa,AKR,DNAK,7.246739,5.301008,1100,1,N
262,Benin,Benin,Lagos,Nigeria,Africa,BNI,DNBE,6.316981,5.599503,258,1,N
263,Calabar,Calabar,Lagos,Nigeria,Africa,CBQ,DNCA,4.976019,8.347197,210,1,N
264,Enugu,Enugu,Lagos,Nigeria,Africa,ENU,DNEN,6.474272,7.561961,466,1,N
265,Gusau,Gusau,Lagos,Nigeria,Africa,QUS,DNGU,12.171667,6.696111,1520,1,N
266,Ibadan,Ibadan,Lagos,Nigeria,Africa,IBA,DNIB,7.362458,3.978333,725,1,N
267,Ilorin,Ilorin,Lagos,Nigeria,Africa,ILR,DNIL,8.440211,4.493919,1126,1,N
268,Yakubu Gowon,Jos,Lagos,Nigeria,Africa,JOS,DNJO,9.639828,8.86905,4232,1,N
269,Kaduna,Kaduna,Lagos,Nigeria,Africa,KAD,DNKA,10.696025,7.320114,2073,1,N
270,Mallam Aminu Intl,Kano,Lagos,Nigeria,Africa,KAN,DNKN,12.047589,8.524622,1562,1,N
271,Maiduguri,Maiduguri,Lagos,Nigeria,Africa,MIU,DNMA,11.855347,13.08095,1099,1,N
272,Makurdi,Makurdi,Lagos,Nigeria,Africa,MDI,DNMK,7.703883,8.613939,371,1,N
273,Murtala Muhammed,Lagos,Lagos,Nigeria,Africa,LOS,DNMM,6.577369,3.321156,135,1,N
274,Minna New,Minna,Lagos,Nigeria,Africa,MXJ,DNMN,9.652172,6.462256,834,1,N
275,Port Harcourt Intl,Port Hartcourt,Lagos,Nigeria,Africa,PHC,DNPO,5.015494,6.949594,87,1,N
276,Sadiq Abubakar Iii Intl,Sokoto,Lagos,Nigeria,Africa,SKO,DNSO,12.916322,5.207189,1010,1,N
277,Yola,Yola,Lagos,Nigeria,Africa,YOL,DNYO,9.257553,12.430422,599,1,N
278,Zaria,Zaria,Lagos,Nigeria,Africa,ZAR,DNZA,11.130192,7.685806,2170,1,N
279,Maradi,Maradi,Niamey,Niger,Africa,MFQ,DRRM,13.502531,7.126753,1240,1,N
280,Diori Hamani,Niamey,Niamey,Niger,Africa,NIM,DRRN,13.481547,2.183614,732,1,N
281,Tahoua,Tahoua,Niamey,Niger,Africa,THZ,DRRT,14.875658,5.265358,1266,1,N
282,Manu Dayak,Agadez,Niamey,Niger,Africa,AJY,DRZA,16.965997,8.000114,1657,1,N
283,Dirkou,Dirkou,Niamey,Niger,Africa,,DRZD,18.968703,12.86865,1273,1,N
284,Diffa,Diffa,Niamey,Niger,Africa,,DRZF,13.372894,12.626686,994,1,N
285,Zinder,Zinder,Niamey,Niger,Africa,ZND,DRZR,13.778997,8.983761,1516,1,N
286,Habib Bourguiba Intl,Monastir,Tunis,Tunisia,Africa,MIR,DTMB,35.758056,10.754722,9,1,E
287,Carthage,Tunis,Tunis,Tunisia,Africa,TUN,DTTA,36.851033,10.227217,22,1,E
288,Sidi Ahmed Air Base,Bizerte,Tunis,Tunisia,Africa,,DTTB,37.245447,9.791453,20,1,E
289,Remada,Remada,Tunis,Tunisia,Africa,,DTTD,32.306156,10.382108,1004,1,E
290,Gafsa,Gafsa,Tunis,Tunisia,Africa,GAF,DTTF,34.422022,8.822503,1060,1,E
291,Gabes,Gabes,Tunis,Tunisia,Africa,GAE,DTTG,33.876919,10.103333,26,1,E
292,Borj El Amri,Bordj El Amri,Tunis,Tunisia,Africa,,DTTI,36.721339,9.943147,108,1,E
293,Zarzis,Djerba,Tunis,Tunisia,Africa,DJE,DTTJ,33.875031,10.775461,19,1,E
294,El Borma,El Borma,Tunis,Tunisia,Africa,EBM,DTTR,31.704281,9.254619,827,1,E
295,Thyna,Sfax,Tunis,Tunisia,Africa,SFA,DTTX,34.717953,10.690972,85,1,E
296,Nefta,Tozeur,Tunis,Tunisia,Africa,TOE,DTTZ,33.939722,8.110556,287,1,E
297,Niamtougou International,Niatougou,Lome,Togo,Africa,LRL,DXNG,9.767333,1.09125,1515,0,N
298,Gnassingbe Eyadema Intl,Lome,Lome,Togo,Africa,LFW,DXXX,6.165611,1.254511,72,0,N
299,Deurne,Antwerp,Brussels,Belgium,Europe,ANR,EBAW,51.189444,4.460278,39,1,E
300,Beauvechain,Beauvechain,Brussels,Belgium,Europe,,EBBE,50.75861,4.768333,370,1,E
301,Kleine Brogel,Kleine Brogel,Brussels,Belgium,Europe,,EBBL,51.168333,5.47,200,1,E
302,Brussels Natl,Brussels,Brussels,Belgium,Europe,BRU,EBBR,50.901389,4.484444,184,1,E
303,Bertrix,Bertrix,Brussels,Belgium,Europe,,EBBX,49.891667,5.223889,1514,1,E
304,Brussels South,Charleroi,Brussels,Belgium,Europe,CRL,EBCI,50.459197,4.453817,614,1,E
305,Chievres Ab,Chievres,Brussels,Belgium,Europe,,EBCV,50.575833,3.831,193,1,E
306,Koksijde,Koksijde,Brussels,Belgium,Europe,,EBFN,51.090278,2.652778,20,1,E
307,Florennes,Florennes,Brussels,Belgium,Europe,,EBFS,50.243333,4.645833,935,1,E
308,Wevelgem,Kortrijk-vevelgem,Brussels,Belgium,Europe,QKT,EBKT,50.817222,3.204722,64,1,E
309,Liege,Liege,Brussels,Belgium,Europe,LGG,EBLG,50.637417,5.443222,659,1,E
310,Oostende,Ostend,Brussels,Belgium,Europe,OST,EBOS,51.198889,2.862222,13,1,E
311,Zutendaal,Zutendaal,Brussels,Belgium,Europe,,EBSL,50.9475,5.590556,312,1,E
312,Sint Truiden,Sint-truiden,Brussels,Belgium,Europe,,EBST,50.791944,5.201667,246,1,E
313,Saint Hubert Mil,St.-hubert,Brussels,Belgium,Europe,,EBSU,50.035833,5.404167,1930,1,E
314,Ursel,Ursel,Brussels,Belgium,Europe,,EBUL,51.144133,3.474361,95,1,E
315,Weelde,Weelde,Brussels,Belgium,Europe,,EBWE,51.394783,4.960194,105,1,E
316,Zoersel,Zoersel,Brussels,Belgium,Europe,,EBZR,51.264722,4.753333,53,1,E
317,Bautzen,Bautzen,Berlin,Germany,Europe,BBJ,EDAB,51.193531,14.519747,568,1,E
318,Altenburg Nobitz,Altenburg,Berlin,Germany,Europe,AOC,EDAC,50.981817,12.506361,640,1,E
319,Dessau,Dessau,Berlin,Germany,Europe,,EDAD,51.831828,12.184033,187,1,E
320,Eisenhuttenstadt,Eisenhuettenstadt,Berlin,Germany,Europe,,EDAE,52.197333,14.585667,149,1,E
6891,Putnam County Airport,Greencastle,New York,United States,America,4I7,\N,39.6335556,-86.8138056,842,-5,U
322,Grossenhain,Suhl,Berlin,Germany,Europe,,EDAK,51.308111,13.554973,417,1,E
323,Merseburg,Muehlhausen,Berlin,Germany,Europe,,EDAM,51.363,11.940833,340,1,E
324,Halle Oppin,Halle,Berlin,Germany,Europe,,EDAQ,51.552,12.052667,347,1,E
325,Riesa Gohlis,Riesa,Berlin,Germany,Europe,,EDAU,51.2935,13.356,322,1,E
326,Rechlin Larz,Rechlin-laerz,Berlin,Germany,Europe,,EDAX,53.306417,12.753139,220,1,E
327,Strausberg,Strausberg,Berlin,Germany,Europe,,EDAY,52.579978,13.915683,263,1,E
328,Schonhagen,Schoenhagen,Berlin,Germany,Europe,,EDAZ,52.203258,13.158408,131,1,E
329,Barth,Barth,Berlin,Germany,Europe,BBH,EDBH,54.33754,12.699705,23,1,E
330,Jena Schongleina,Jena,Berlin,Germany,Europe,,EDBJ,50.915161,11.714519,1228,1,E
331,Kyritz,Kyritz,Berlin,Germany,Europe,,EDBK,52.918833,12.425333,130,1,E
332,Magdeburg,Magdeburg,Berlin,Germany,Europe,,EDBM,52.073658,11.626467,268,1,E
333,Rothenburg Gorlitz,Rothenburg/ol,Berlin,Germany,Europe,,EDBR,51.363167,14.95,517,1,E
334,Anklam,Anklam,Berlin,Germany,Europe,,EDCA,53.8327,13.669131,18,1,E
335,Cottbus Drewitz,Cottbus,Berlin,Germany,Europe,,EDCD,51.889475,14.531986,274,1,E
336,Kamenz,Kamenz,Berlin,Germany,Europe,,EDCM,51.29625,14.129,495,1,E
337,Schonefeld,Berlin,Berlin,Germany,Europe,SXF,EDDB,52.380001,13.5225,157,1,E
338,Dresden,Dresden,Berlin,Germany,Europe,DRS,EDDC,51.132767,13.767161,755,1,E
339,Erfurt,Erfurt,Berlin,Germany,Europe,ERF,EDDE,50.979811,10.958106,1036,1,E
340,Frankfurt Main,Frankfurt,Berlin,Germany,Europe,FRA,EDDF,50.026421,8.543125,364,1,E
341,Munster Osnabruck,Munster,Berlin,Germany,Europe,FMO,EDDG,52.134642,7.684831,160,1,E
342,Hamburg,Hamburg,Berlin,Germany,Europe,HAM,EDDH,53.630389,9.988228,53,1,E
343,Tempelhof,Berlin,Berlin,Germany,Europe,THF,EDDI,52.473025,13.403944,167,1,E
344,Koln Bonn,Cologne,Berlin,Germany,Europe,CGN,EDDK,50.865917,7.142744,302,1,E
345,Dusseldorf,Duesseldorf,Berlin,Germany,Europe,DUS,EDDL,51.289453,6.766775,147,1,E
346,Franz Josef Strauss,Munich,Berlin,Germany,Europe,MUC,EDDM,48.353783,11.786086,1487,1,E
347,Nurnberg,Nuernberg,Berlin,Germany,Europe,NUE,EDDN,49.4987,11.066897,1046,1,E
348,Leipzig Halle,Leipzig,Berlin,Germany,Europe,LEJ,EDDP,51.432447,12.241633,465,1,E
349,Saarbrucken,Saarbruecken,Berlin,Germany,Europe,SCN,EDDR,49.214553,7.109508,1058,1,E
350,Stuttgart,Stuttgart,Berlin,Germany,Europe,STR,EDDS,48.689878,9.221964,1276,1,E
351,Tegel,Berlin,Berlin,Germany,Europe,TXL,EDDT,52.559686,13.287711,122,1,E
352,Hannover,Hannover,Berlin,Germany,Europe,HAJ,EDDV,52.461056,9.685078,183,1,E
353,Neuenland,Bremen,Berlin,Germany,Europe,BRE,EDDW,53.0475,8.786667,14,1,E
354,Egelsbach,Egelsbach,Berlin,Germany,Europe,,EDFE,49.960833,8.6415,385,1,E
355,Frankfurt Hahn,Hahn,Berlin,Germany,Europe,HHN,EDFH,49.948672,7.263892,1649,1,E
356,Mannheim City,Mannheim,Berlin,Germany,Europe,MHG,EDFM,49.472706,8.514264,309,1,E
357,Allendorf Eder,Allendorf,Berlin,Germany,Europe,,EDFQ,51.034878,8.680839,1164,1,E
358,Worms,Worms,Berlin,Germany,Europe,,EDFV,49.606511,8.3684,295,1,E
359,Mainz Finthen,Mainz,Berlin,Germany,Europe,,EDFZ,49.968931,8.148336,760,1,E
360,Eisenach Kindel,Eisenach,Berlin,Germany,Europe,,EDGE,50.992797,10.472711,1101,1,E
361,Siegerland,Siegerland,Berlin,Germany,Europe,,EDGS,50.707658,8.082969,1966,1,E
362,Hamburg Finkenwerder,Hamburg,Berlin,Germany,Europe,XFW,EDHI,53.535886,9.837025,22,1,E
363,Kiel Holtenau,Kiel,Berlin,Germany,Europe,KEL,EDHK,54.3795,10.145167,101,1,E
364,Lubeck Blankensee,Luebeck,Berlin,Germany,Europe,LBC,EDHL,53.805367,10.719222,53,1,E
365,Dahlemer Binz,Dahlemer Binz,Berlin,Germany,Europe,,EDKV,50.405888,6.528083,1896,1,E
366,Meinerzhagen,Meinerzhagen,Berlin,Germany,Europe,,EDKZ,51.099445,7.601944,1548,1,E
367,Arnsberg Menden,Arnsberg,Berlin,Germany,Europe,ZCA,EDLA,51.483333,7.899333,794,1,E
368,Essen Mulheim,Essen,Berlin,Germany,Europe,ESS,EDLE,51.402333,6.937333,424,1,E
369,Bielefeld,Bielefeld,Berlin,Germany,Europe,,EDLI,51.964833,8.544833,454,1,E
370,Monchengladbach,Moenchengladbach,Berlin,Germany,Europe,MGL,EDLN,51.230356,6.504494,125,1,E
371,Paderborn Lippstadt,Paderborn,Berlin,Germany,Europe,PAD,EDLP,51.614089,8.616317,699,1,E
372,Stadtlohn Vreden,Stadtlohn,Berlin,Germany,Europe,,EDLS,51.995844,6.840667,157,1,E
373,Dortmund,Dortmund,Berlin,Germany,Europe,DTM,EDLW,51.518314,7.612242,425,1,E
374,Augsburg,Augsburg,Berlin,Germany,Europe,AGB,EDMA,48.425158,10.931764,1515,1,E
375,Biberach An Der Riss,Biberach,Berlin,Germany,Europe,,EDMB,48.111,9.762833,1903,1,E
376,Eggenfelden,Eggenfelden,Berlin,Germany,Europe,,EDME,48.396167,12.723667,1342,1,E
377,Mindelheim Mattsies,Mindelheim,Berlin,Germany,Europe,,EDMN,48.108833,10.524333,1857,1,E
378,Oberpfaffenhofen,Oberpfaffenhofen,Berlin,Germany,Europe,OBF,EDMO,48.081364,11.283067,1947,1,E
379,Straubing,Straubing,Berlin,Germany,Europe,,EDMS,48.90095,12.518186,1054,1,E
380,Vilshofen,Vilshofen,Berlin,Germany,Europe,,EDMV,48.635167,13.195667,991,1,E
381,Leutkirch Unterzeil,Leutkirch,Berlin,Germany,Europe,,EDNL,47.859117,10.014572,2099,1,E
382,Friedrichshafen,Friedrichshafen,Berlin,Germany,Europe,FDH,EDNY,47.671317,9.511486,1367,1,E
383,Schwerin Parchim,Parchim,Berlin,Germany,Europe,SZW,EDOP,53.426997,11.783436,166,1,E
384,Stendal Borstel,Stendal,Berlin,Germany,Europe,ZSN,EDOV,52.627778,11.818333,184,1,E
385,Aalen Heidenheim Elchingen,Aalen-heidenheim,Berlin,Germany,Europe,,EDPA,48.777833,10.264667,1916,1,E
386,Bayreuth,Bayreuth,Berlin,Germany,Europe,BYU,EDQD,49.984428,11.638569,1601,1,E
387,Burg Feuerstein,Burg Feuerstein,Berlin,Germany,Europe,,EDQE,49.793833,11.133167,1674,1,E
388,Hof Plauen,Hof,Berlin,Germany,Europe,HOQ,EDQM,50.288836,11.854919,1960,1,E
389,Hassfurt Schweinfurt,Hassfurt,Berlin,Germany,Europe,,EDQT,50.018,10.5295,718,1,E
390,Koblenz Winningen,Koblenz,Berlin,Germany,Europe,ZNV,EDRK,50.3255,7.528667,640,1,E
391,Trier Fohren,Trier,Berlin,Germany,Europe,ZQF,EDRT,49.8635,6.788167,665,1,E
392,Speyer,Speyer,Berlin,Germany,Europe,ZQC,EDRY,49.302776,8.451195,312,1,E
393,Zweibrucken,Zweibruecken,Berlin,Germany,Europe,,EDRZ,49.209525,7.400647,1133,1,E
394,Donaueschingen Villingen,Donaueschingen,Berlin,Germany,Europe,ZQL,EDTD,47.973331,8.522223,2231,1,E
395,Freiburg,Freiburg,Berlin,Germany,Europe,,EDTF,48.022653,7.832583,799,1,E
396,Mengen Hohentengen,Mengen,Berlin,Germany,Europe,,EDTM,48.053833,9.372833,1820,1,E
397,Schwabisch Hall,Schwaebisch Hall,Berlin,Germany,Europe,,EDTY,49.118317,9.783956,1311,1,E
398,Finsterwalde Schacksdorf,Soest,Berlin,Germany,Europe,,EDUS,51.6075,13.738,399,1,E
399,Braunschweig Wolfsburg,Braunschweig,Berlin,Germany,Europe,BWE,EDVE,52.319167,10.556111,295,1,E
400,Kassel Calden,Kassel,Berlin,Germany,Europe,KSF,EDVK,51.408394,9.377631,908,1,E
401,Hildesheim,Hildesheim,Berlin,Germany,Europe,,EDVM,52.179833,9.945667,293,1,E
402,Bremerhaven,Bremerhaven,Berlin,Germany,Europe,BRV,EDWB,53.507081,8.572878,11,1,E
403,Emden,Emden,Berlin,Germany,Europe,EME,EDWE,53.391186,7.227408,2,1,E
404,Leer Papenburg,Leer,Berlin,Germany,Europe,,EDWF,53.271592,7.442344,3,1,E
405,Wilhelmshaven Mariensiel,Wilhelmshaven,Berlin,Germany,Europe,WVN,EDWI,53.504833,8.053333,16,1,E
406,Borkum,Borkum,Berlin,Germany,Europe,BMK,EDWR,53.5955,6.709167,3,1,E
407,Norderney,Norderney,Berlin,Germany,Europe,NRD,EDWY,53.706822,7.230247,6,1,E
408,Flensburg Schaferhaus,Flensburg,Berlin,Germany,Europe,FLF,EDXF,54.771772,9.378214,130,1,E
409,Rendsburg Schachtholm,Rendsburg,Berlin,Germany,Europe,,EDXR,54.220928,9.600803,23,1,E
410,Westerland Sylt,Westerland,Berlin,Germany,Europe,GWT,EDXW,54.91325,8.340472,51,1,E
411,Amari,Armari Air Force Base,Tallinn,Estonia,Europe,,EEEI,59.260286,24.208467,65,2,E
412,Kardla,Kardla,Tallinn,Estonia,Europe,KDL,EEKA,58.990756,22.830733,18,2,E
413,Kuressaare,Kuressaare,Tallinn,Estonia,Europe,URE,EEKE,58.229883,22.509494,14,2,E
414,Parnu,Parnu,Tallinn,Estonia,Europe,EPU,EEPU,58.419044,24.472819,47,2,E
415,Tallinn,Tallinn-ulemiste International,Tallinn,Estonia,Europe,TLL,EETN,59.413317,24.832844,131,2,E
416,Tartu,Tartu,Tallinn,Estonia,Europe,TAY,EETU,58.307461,26.690428,219,2,E
417,Enontekio,Enontekio,Helsinki,Finland,Europe,ENF,EFET,68.362586,23.424322,1005,2,E
418,Eura,Eura,Helsinki,Finland,Europe,,EFEU,61.116112,22.201389,259,2,E
419,Halli,Halli,Helsinki,Finland,Europe,KEV,EFHA,61.85605,24.7866,479,2,E
420,Helsinki Malmi,Helsinki,Helsinki,Finland,Europe,HEM,EFHF,60.254558,25.042828,57,2,E
421,Helsinki Vantaa,Helsinki,Helsinki,Finland,Europe,HEL,EFHK,60.317222,24.963333,179,2,E
422,Hameenkyro,Hameenkyro,Helsinki,Finland,Europe,,EFHM,61.689656,23.073744,449,2,E
423,Hanko,Hanko,Helsinki,Finland,Europe,,EFHN,59.848864,23.083583,20,2,E
424,Hyvinkaa,Hyvinkaa,Helsinki,Finland,Europe,HYV,EFHV,60.654444,24.881111,430,2,E
425,Kiikala,Kikala,Helsinki,Finland,Europe,,EFIK,60.462502,23.6525,381,2,E
426,Immola,Immola,Helsinki,Finland,Europe,,EFIM,61.249172,28.903711,338,2,E
427,Kitee,Kitee,Helsinki,Finland,Europe,,EFIT,62.166111,30.073611,364,2,E
428,Ivalo,Ivalo,Helsinki,Finland,Europe,IVL,EFIV,68.607269,27.405328,481,2,E
429,Joensuu,Joensuu,Helsinki,Finland,Europe,JOE,EFJO,62.662906,29.60755,398,2,E
430,Jyvaskyla,Jyvaskyla,Helsinki,Finland,Europe,JYV,EFJY,62.399453,25.678253,459,2,E
431,Kauhava,Kauhava,Helsinki,Finland,Europe,KAU,EFKA,63.127078,23.051442,151,2,E
432,Kemi Tornio,Kemi,Helsinki,Finland,Europe,KEM,EFKE,65.781889,24.5991,61,2,E
433,Kajaani,Kajaani,Helsinki,Finland,Europe,KAJ,EFKI,64.285472,27.692414,483,2,E
434,Kauhajoki,Kauhajoki,Helsinki,Finland,Europe,,EFKJ,62.462502,22.393055,407,2,E
435,Kruunupyy,Kruunupyy,Helsinki,Finland,Europe,KOK,EFKK,63.721172,23.143131,84,2,E
436,Kemijarvi,Kemijarvi,Helsinki,Finland,Europe,,EFKM,66.712883,27.156786,692,2,E
437,Kuusamo,Kuusamo,Helsinki,Finland,Europe,KAO,EFKS,65.987575,29.239381,866,2,E
438,Kittila,Kittila,Helsinki,Finland,Europe,KTT,EFKT,67.701022,24.84685,644,2,E
439,Kuopio,Kuopio,Helsinki,Finland,Europe,KUO,EFKU,63.00715,27.797756,323,2,E
440,Lahti Vesivehmaa,Vesivehmaa,Helsinki,Finland,Europe,,EFLA,61.144158,25.693508,502,2,E
441,Lappeenranta,Lappeenranta,Helsinki,Finland,Europe,LPP,EFLP,61.044553,28.144397,349,2,E
442,Mariehamn,Mariehamn,Mariehamn,Finland,Europe,MHQ,EFMA,60.122203,19.898156,17,2,E
443,Menkijarvi,Menkijarvi,Helsinki,Finland,Europe,,EFME,62.946667,23.518889,331,2,E
444,Mikkeli,Mikkeli,Helsinki,Finland,Europe,MIK,EFMI,61.6866,27.201794,329,2,E
445,Nummela,Nummela,Helsinki,Finland,Europe,,EFNU,60.333889,24.296389,367,2,E
446,Oulu,Oulu,Helsinki,Finland,Europe,OUL,EFOU,64.930061,25.354564,47,2,E
447,Piikajarvi,Piikajarvi,Helsinki,Finland,Europe,,EFPI,61.245558,22.193356,148,2,E
448,Pori,Pori,Helsinki,Finland,Europe,POR,EFPO,61.461686,21.799983,44,2,E
449,Pudasjarvi,Pudasjarvi,Helsinki,Finland,Europe,,EFPU,65.402222,26.946944,397,2,E
450,Pyhasalmi,Pyhasalmi,Helsinki,Finland,Europe,,EFPY,63.731917,25.926306,528,2,E
451,Raahe Pattijoki,Pattijoki,Helsinki,Finland,Europe,,EFRH,64.688056,24.695833,118,2,E
452,Rantasalmi,Rantasalmi,Helsinki,Finland,Europe,,EFRN,62.065481,28.356494,292,2,E
453,Rovaniemi,Rovaniemi,Helsinki,Finland,Europe,RVN,EFRO,66.564822,25.830411,642,2,E
454,Rayskala,Rayskala,Helsinki,Finland,Europe,,EFRY,60.744722,24.107778,407,2,E
455,Savonlinna,Savonlinna,Helsinki,Finland,Europe,SVL,EFSA,61.943064,28.945136,311,2,E
456,Selanpaa,Selanpaa,Helsinki,Finland,Europe,,EFSE,61.062389,26.798861,417,2,E
457,Sodankyla,Sodankyla,Helsinki,Finland,Europe,SOT,EFSO,67.395033,26.619133,602,2,E
458,Tampere Pirkkala,Tampere,Helsinki,Finland,Europe,TMP,EFTP,61.414147,23.604392,390,2,E
459,Teisko,Teisko,Helsinki,Finland,Europe,,EFTS,61.77335,24.027006,515,2,E
460,Turku,Turku,Helsinki,Finland,Europe,TKU,EFTU,60.514142,22.262808,161,2,E
461,Utti,Utti,Helsinki,Finland,Europe,QVY,EFUT,60.896394,26.938353,339,2,E
462,Vaasa,Vaasa,Helsinki,Finland,Europe,VAA,EFVA,63.05065,21.762175,19,2,E
463,Varkaus,Varkaus,Helsinki,Finland,Europe,VRK,EFVR,62.171111,27.868611,286,2,E
464,Ylivieska,Ylivieska-raudaskyla,Helsinki,Finland,Europe,,EFYL,64.060547,24.715953,252,2,E
465,Belfast Intl,Belfast,London,United Kingdom,Europe,BFS,EGAA,54.6575,-6.215833,268,0,E
466,St Angelo,Enniskillen,London,United Kingdom,Europe,ENK,EGAB,54.398889,-7.651667,155,0,E
467,Belfast City,Belfast,London,United Kingdom,Europe,BHD,EGAC,54.618056,-5.8725,15,0,E
468,City of Derry,Londonderry,London,United Kingdom,Europe,LDY,EGAE,55.042778,-7.161111,22,0,E
469,Birmingham,Birmingham,London,United Kingdom,Europe,BHX,EGBB,52.453856,-1.748028,327,0,E
470,Coventry,Coventry,London,United Kingdom,Europe,CVT,EGBE,52.369722,-1.479722,267,0,E
471,Leicester,Leicester,London,United Kingdom,Europe,,EGBG,52.607778,-1.031944,469,0,E
472,Gloucestershire,Golouchestershire,London,United Kingdom,Europe,GLO,EGBJ,51.894167,-2.167222,101,0,E
474,Wolverhampton,Halfpenny Green,London,United Kingdom,Europe,,EGBO,52.5175,-2.259444,283,0,E
475,Kemble,Pailton,London,United Kingdom,Europe,,EGBP,51.668056,-2.056944,433,0,E
476,Turweston,Turweston,London,United Kingdom,Europe,,EGBT,52.040833,-1.095556,448,0,E
477,Wellesbourne Mountford,Wellesbourne,London,United Kingdom,Europe,,EGBW,52.192222,-1.614444,159,0,E
478,Manchester,Manchester,London,United Kingdom,Europe,MAN,EGCC,53.353744,-2.27495,257,0,E
479,Manchester Woodford,Woodfort,London,United Kingdom,Europe,,EGCD,53.338056,-2.148889,295,0,E
480,Chivenor,Chivenor,London,United Kingdom,Europe,,EGDC,51.087167,-4.150339,27,0,E
481,St Mawgan,Newquai,London,United Kingdom,Europe,NQY,EGDG,50.440558,-4.995408,390,0,E
482,Lyneham,Lyneham,London,United Kingdom,Europe,LYE,EGDL,51.505144,-1.993428,513,0,E
483,Boscombe Down,Boscombe Down,London,United Kingdom,Europe,,EGDM,51.152189,-1.747414,407,0,E
484,Culdrose,Culdrose,London,United Kingdom,Europe,,EGDR,50.086092,-5.255711,267,0,E
485,St Athan,St. Athan,London,United Kingdom,Europe,,EGDX,51.404811,-3.43575,163,0,E
486,Yeovilton,Yeovilton,London,United Kingdom,Europe,YEO,EGDY,51.009358,-2.638819,75,0,E
487,Haverfordwest,Haverfordwest,London,United Kingdom,Europe,,EGFE,51.833056,-4.961111,159,0,E
488,Cardiff,Cardiff,London,United Kingdom,Europe,CWL,EGFF,51.396667,-3.343333,220,0,E
489,Swansea,Swansea,London,United Kingdom,Europe,SWS,EGFH,51.605333,-4.067833,299,0,E
490,Bristol,Bristol,London,United Kingdom,Europe,BRS,EGGD,51.382669,-2.719089,622,0,E
491,Liverpool,Liverpool,London,United Kingdom,Europe,LPL,EGGP,53.333611,-2.849722,80,0,E
492,Luton,London,London,United Kingdom,Europe,LTN,EGGW,51.874722,-0.368333,526,0,E
493,Plymouth,Plymouth,London,United Kingdom,Europe,PLH,EGHD,50.422778,-4.105833,476,0,E
494,Bournemouth,Bournemouth,London,United Kingdom,Europe,BOH,EGHH,50.78,-1.8425,38,0,E
495,Southampton,Southampton,London,United Kingdom,Europe,SOU,EGHI,50.950261,-1.356803,44,0,E
496,Lasham,Lasham,London,United Kingdom,Europe,QLA,EGHL,51.187167,-1.0335,618,0,E
497,Alderney,Alderney,Guernsey,Guernsey,Europe,ACI,EGJA,49.706111,-2.214722,290,0,E
498,Guernsey,Guernsey,Guernsey,Guernsey,Europe,GCI,EGJB,49.434956,-2.601969,336,0,E
499,Jersey,Jersey,Jersey,Jersey,Europe,JER,EGJJ,49.207947,-2.195508,277,0,E
500,Shoreham,Shoreham By Sea,London,United Kingdom,Europe,ESH,EGKA,50.835556,-0.297222,7,0,E
501,Biggin Hill,Biggin Hill,London,United Kingdom,Europe,BQH,EGKB,51.330833,0.0325,598,0,E
502,Gatwick,London,London,United Kingdom,Europe,LGW,EGKK,51.148056,-0.190278,202,0,E
503,City,London,London,United Kingdom,Europe,LCY,EGLC,51.505278,0.055278,19,0,E
504,Farnborough,Farnborough,London,United Kingdom,Europe,FAB,EGLF,51.275833,-0.776333,238,0,E
505,Chalgrove,Chalsgrove,London,United Kingdom,Europe,,EGLJ,51.676111,-1.080833,240,0,E
506,Blackbushe,Blackbushe,London,United Kingdom,Europe,BBS,EGLK,51.323889,-0.8475,325,0,E
507,Heathrow,London,London,United Kingdom,Europe,LHR,EGLL,51.4775,-0.461389,83,0,E
508,Southend,Southend,London,United Kingdom,Europe,SEN,EGMC,51.571389,0.695556,49,0,E
509,Lydd,Lydd,London,United Kingdom,Europe,LYX,EGMD,50.956111,0.939167,13,0,E
510,Manston,Manston,London,United Kingdom,Europe,MSE,EGMH,51.342222,1.346111,178,0,E
511,Brough,Brough,London,United Kingdom,Europe,,EGNB,53.719667,-0.566333,12,0,E
512,Carlisle,Carlisle,London,United Kingdom,Europe,CAX,EGNC,54.9375,-2.809167,190,0,E
513,Gamston,Repton,London,United Kingdom,Europe,,EGNE,53.280556,-0.951389,91,0,E
