Id,Name,City,State,Country,Region,IATA,ICAO,Latitude,Longitude,Elevation,UTC,DST
1453,Aristotelis,Kastoria,Athens,Greece,Europe,KSO,LGKA,40.446294,21.282186,2167,2,E
1454,Kithira,Kithira,Athens,Greece,Europe,KIT,LGKC,36.274258,23.016978,1045,2,E
1455,Kefallinia,Keffallinia,Athens,Greece,Europe,EFL,LGKF,38.120069,20.500481,59,2,E
1456,Kalamata,Kalamata,Athens,Greece,Europe,KLX,LGKL,37.068319,22.025525,26,2,E
1457,Amigdhaleon,Kavala,Athens,Greece,Europe,,LGKM,40.972775,24.341417,203,2,E
1458,Kos,Kos,Athens,Greece,Europe,KGS,LGKO,36.793335,27.091667,412,2,E
1459,Karpathos,Karpathos,Athens,Greece,Europe,AOK,LGKP,35.421408,27.146008,66,2,E
1460,Ioannis Kapodistrias Intl,Kerkyra/corfu,Athens,Greece,Europe,CFU,LGKR,39.601944,19.911667,6,2,E
1461,Kasos,Kasos,Athens,Greece,Europe,KSJ,LGKS,35.421358,26.910047,35,2,E
1462,Megas Alexandros Intl,Kavala,Athens,Greece,Europe,KVA,LGKV,40.913306,24.619223,18,2,E
1463,Filippos,Kozani,Athens,Greece,Europe,KZI,LGKZ,40.28611,21.840834,2059,2,E
1464,Leros,Leros,Athens,Greece,Europe,LRS,LGLE,37.184903,26.800289,39,2,E
1465,Limnos,Limnos,Athens,Greece,Europe,LXS,LGLM,39.917072,25.236308,14,2,E
1466,Larisa,Larissa,Athens,Greece,Europe,LRA,LGLR,39.650253,22.4655,241,2,E
1467,Megara,Megara,Athens,Greece,Europe,,LGMG,37.981114,23.365422,12,2,E
1468,Mikonos,Mykonos,Athens,Greece,Europe,JMK,LGMK,37.435128,25.348103,405,2,E
1469,Mitilini,Mytilini,Athens,Greece,Europe,MJT,LGMT,39.056667,26.598333,60,2,E
1470,Aktio,Preveza,Athens,Greece,Europe,PVK,LGPZ,38.925467,20.765311,11,2,E
1471,Maritsa,Rhodos,Athens,Greece,Europe,,LGRD,36.383056,28.108889,204,2,E
1472,Rhodes Diagoras,Rhodos,Athens,Greece,Europe,RHO,LGRP,36.405419,28.086192,17,2,E
1473,Araxos,Patras,Athens,Greece,Europe,GPA,LGRX,38.151111,21.425556,46,2,E
1474,Souda,Chania,Athens,Greece,Europe,CHQ,LGSA,35.531747,24.149678,490,2,E
1475,Alexandros Papadiamantis,Skiathos,Athens,Greece,Europe,JSI,LGSK,39.1771,23.503675,54,2,E
1476,Samos,Samos,Athens,Greece,Europe,SMI,LGSM,37.689999,26.911667,19,2,E
6886,Ashford,Lympne,London,United Kingdom,Europe,LYM,EGMK,51.083333,1.016667,351,0,E
1478,Sparti,Sparti,Athens,Greece,Europe,,LGSP,36.973892,22.526292,500,2,E
1479,Santorini,Thira,Athens,Greece,Europe,JTR,LGSR,36.399169,25.479333,127,2,E
1480,Sitia,Sitia,Athens,Greece,Europe,JSH,LGST,35.216108,26.101325,376,2,E
1481,Stefanovikion,Stefanovikion,Athens,Greece,Europe,,LGSV,39.48,22.767222,146,2,E
1482,Skiros,Skiros,Athens,Greece,Europe,SKU,LGSY,38.967553,24.487228,44,2,E
1483,Tanagra,Tanagra,Athens,Greece,Europe,,LGTG,38.339847,23.564958,485,2,E
1484,Kasteli,Kasteli,Athens,Greece,Europe,,LGTL,35.192019,25.327,1180,2,E
1485,Tripolis,Tripolis,Athens,Greece,Europe,,LGTP,37.530567,22.403633,2113,2,E
1486,Makedonia,Thessaloniki,Athens,Greece,Europe,SKG,LGTS,40.519725,22.97095,22,2,E
1487,Tatoi,Dekelia,Athens,Greece,Europe,,LGTT,38.108928,23.783836,785,2,E
1488,Dionysios Solomos,Zakynthos,Athens,Greece,Europe,ZTH,LGZA,37.750853,20.88425,15,2,E
1489,Ferihegy,Budapest,Budapest,Hungary,Europe,BUD,LHBP,47.436933,19.255592,495,1,E
1490,Debrecen,Debrecen,Budapest,Hungary,Europe,DEB,LHDC,47.488917,21.615333,359,1,E
1491,Kecskemet,Kecskemet,Budapest,Hungary,Europe,,LHKE,46.9175,19.749222,376,1,E
1492,Nyiregyhaza,Nyirregyhaza,Budapest,Hungary,Europe,,LHNY,47.983892,21.692317,338,1,E
1493,Ocseny,Ocseny,Budapest,Hungary,Europe,,LHOY,46.303889,18.769167,295,1,E
6885,Door County Cherryland Airport,Sturgeon Bay,Chicago,United States,America,SUE,\N,44.8436667,-87.4215556,725,-6,U
1496,Szentkiralyszabadja,Azentkilyszabadja,Budapest,Hungary,Europe,,LHSA,47.077861,17.968444,919,1,E
1498,Szolnok,Szolnok,Budapest,Hungary,Europe,,LHSN,47.122861,20.2355,322,1,E
1499,Amendola,Amendola,Rome,Italy,Europe,,LIBA,41.541392,15.718083,183,1,E
1500,Crotone,Crotone,Rome,Italy,Europe,CRV,LIBC,38.997225,17.080169,521,1,E
1501,Bari,Bari,Rome,Italy,Europe,BRI,LIBD,41.138856,16.760594,177,1,E
1502,Gino Lisa,Foggia,Rome,Italy,Europe,FOG,LIBF,41.432917,15.535028,266,1,E
1503,Grottaglie,Grottaglie,Rome,Italy,Europe,TAR,LIBG,40.517514,17.403212,215,1,E
1504,Lecce,Lecce,Rome,Italy,Europe,LCC,LIBN,40.239228,18.133325,156,1,E
1505,Pescara,Pescara,Rome,Italy,Europe,PSR,LIBP,42.431656,14.181067,48,1,E
1506,Casale,Brindisi,Rome,Italy,Europe,BDS,LIBR,40.657633,17.947033,47,1,E
1507,Gioia Del Colle,Gioia Del Colle,Rome,Italy,Europe,,LIBV,40.767833,16.933333,1187,1,E
1508,Lamezia Terme,Lamezia,Rome,Italy,Europe,SUF,LICA,38.905394,16.242269,39,1,E
1509,Catania Fontanarossa,Catania,Rome,Italy,Europe,CTA,LICC,37.466781,15.0664,39,1,E
1510,Lampedusa,Lampedusa,Rome,Italy,Europe,LMP,LICD,35.497914,12.618083,70,1,E
1511,Pantelleria,Pantelleria,Rome,Italy,Europe,PNL,LICG,36.816519,11.968864,635,1,E
1512,Palermo,Palermo,Rome,Italy,Europe,PMO,LICJ,38.175958,13.091019,65,1,E
1513,Boccadifalco,Palermo,Rome,Italy,Europe,,LICP,38.110833,13.313333,345,1,E
1514,Reggio Calabria,Reggio Calabria,Rome,Italy,Europe,REG,LICR,38.071206,15.651556,96,1,E
1515,Trapani Birgi,Trapani,Rome,Italy,Europe,TPS,LICT,37.911403,12.487961,24,1,E
1516,Sigonella,Sigonella,Rome,Italy,Europe,NSY,LICZ,37.401664,14.922358,79,1,E
1517,Alghero,Alghero,Rome,Italy,Europe,AHO,LIEA,40.632133,8.290772,87,1,E
1518,Decimomannu,Decimomannu,Rome,Italy,Europe,DCI,LIED,39.354222,8.972481,100,1,E
1519,Elmas,Cagliari,Rome,Italy,Europe,CAG,LIEE,39.251469,9.054283,13,1,E
1520,Olbia Costa Smeralda,Olbia,Rome,Italy,Europe,OLB,LIEO,40.898661,9.517628,37,1,E
1521,Tortoli,Tortoli,Rome,Italy,Europe,TTB,LIET,39.918761,9.682981,23,1,E
1522,Aeritalia,Turin,Rome,Italy,Europe,,LIMA,45.086353,7.603375,943,1,E
1523,Bresso,Milano,Rome,Italy,Europe,,LIMB,45.542222,9.203333,484,1,E
1524,Malpensa,Milano,Rome,Italy,Europe,MXP,LIMC,45.630606,8.728111,767,1,E
1525,Bergamo Orio Al Serio,Bergamo,Rome,Italy,Europe,BGY,LIME,45.673889,9.704166,782,1,E
1526,Torino,Torino,Rome,Italy,Europe,TRN,LIMF,45.200761,7.649631,989,1,E
1527,Albenga,Albenga,Rome,Italy,Europe,ALL,LIMG,44.050608,8.127428,148,1,E
1528,Genova Sestri,Genoa,Rome,Italy,Europe,GOA,LIMJ,44.413333,8.8375,13,1,E
1529,Linate,Milan,Rome,Italy,Europe,LIN,LIML,45.445103,9.276739,353,1,E
1530,Cameri,Cameri,Rome,Italy,Europe,,LIMN,45.529592,8.669225,586,1,E
1531,Parma,Parma,Rome,Italy,Europe,PMF,LIMP,44.824483,10.296367,161,1,E
1532,Piacenza,Piacenza,Rome,Italy,Europe,QPZ,LIMS,44.913055,9.723333,456,1,E
6884,Shoestring Aviation Airfield,Stewartstown,New York,United States,America,0P2,\N,39.7948244,-76.6471914,1000,-5,U
1534,Levaldigi,Cuneo,Rome,Italy,Europe,CUF,LIMZ,44.547019,7.623217,1267,1,E
1535,Aviano Ab,Aviano,Rome,Italy,Europe,AVB,LIPA,46.031889,12.596472,410,1,E
1536,Bolzano,Bolzano,Rome,Italy,Europe,BZO,LIPB,46.460194,11.326383,789,1,E
1537,Cervia,Cervia,Rome,Italy,Europe,,LIPC,44.224175,12.307203,18,1,E
1538,Bologna,Bologna,Rome,Italy,Europe,BLQ,LIPE,44.535444,11.288667,123,1,E
1539,Treviso,Treviso,Rome,Italy,Europe,TSF,LIPH,45.6484,12.194422,59,1,E
1540,Rivolto,Rivolto,Rome,Italy,Europe,,LIPI,45.97875,13.049331,179,1,E
1541,Forli,Forli,Rome,Italy,Europe,FRL,LIPK,44.194753,12.070094,97,1,E
1542,Ghedi,Ghedi,Rome,Italy,Europe,,LIPL,45.432167,10.267667,333,1,E
1543,Verona Boscomantico,Verona,Rome,Italy,Europe,,LIPN,45.472017,10.927919,286,1,E
1544,Montichiari,Brescia,Rome,Italy,Europe,VBS,LIPO,45.428889,10.330556,356,1,E
1545,Ronchi Dei Legionari,Ronchi De Legionari,Rome,Italy,Europe,TRS,LIPQ,45.8275,13.472222,37,1,E
1546,Rimini,Rimini,Rome,Italy,Europe,RMI,LIPR,44.020292,12.611747,41,1,E
1547,Istrana,Treviso,Rome,Italy,Europe,,LIPS,45.684867,12.082881,137,1,E
1548,Vicenza,Vicenza,Rome,Italy,Europe,VIC,LIPT,45.573411,11.52955,128,1,E
1549,Padova,Padova,Rome,Italy,Europe,QPA,LIPU,45.395767,11.847903,44,1,E
1550,Villafranca,Villafranca,Rome,Italy,Europe,VRN,LIPX,45.395706,10.888533,239,1,E
1551,Venezia Tessera,Venice,Rome,Italy,Europe,VCE,LIPZ,45.505278,12.351944,7,1,E
1552,Ampugnano,Siena,Rome,Italy,Europe,SAY,LIQS,43.256286,11.255036,634,1,E
1553,Ciampino,Rome,Rome,Italy,Europe,CIA,LIRA,41.799361,12.594936,427,1,E
1554,Pratica Di Mare,Pratica Di Mare,Rome,Italy,Europe,,LIRE,41.654522,12.445183,41,1,E
1555,Fiumicino,Rome,Rome,Italy,Europe,FCO,LIRF,41.804475,12.250797,15,1,E
1556,Guidonia,Guidonia,Rome,Italy,Europe,,LIRG,41.990278,12.740833,289,1,E
1558,Marina Di Campo,Marina Di Campo,Rome,Italy,Europe,EBA,LIRJ,42.760277,10.239445,31,1,E
1559,Latina,Latina,Rome,Italy,Europe,QLT,LIRL,41.542436,12.909019,93,1,E
1560,Grazzanise,Grazzanise,Rome,Italy,Europe,,LIRM,41.060833,14.081944,29,1,E
1561,Capodichino,Naples,Rome,Italy,Europe,NAP,LIRN,40.886033,14.290781,294,1,E
1562,Pisa,Pisa,Rome,Italy,Europe,PSA,LIRP,43.683917,10.39275,6,1,E
1563,Firenze,Florence,Rome,Italy,Europe,FLR,LIRQ,43.809953,11.2051,142,1,E
1564,Grosseto,Grosseto,Rome,Italy,Europe,GRS,LIRS,42.759747,11.071897,15,1,E
1565,Urbe,Rome,Rome,Italy,Europe,,LIRU,41.951946,12.498889,55,1,E
1566,Viterbo,Viterbo,Rome,Italy,Europe,,LIRV,42.430183,12.064156,990,1,E
1567,Perugia,Perugia,Rome,Italy,Europe,PEG,LIRZ,43.095906,12.513222,693,1,E
1568,Cerklje,Cerklje,Ljubljana,Slovenia,Europe,,LJCE,45.899971,15.530194,510,1,E
1569,Ljubljana,Ljubljana,Ljubljana,Slovenia,Europe,LJU,LJLJ,46.223686,14.457611,1273,1,E
1570,Maribor,Maribor,Ljubljana,Slovenia,Europe,MBX,LJMB,46.479861,15.686131,876,1,E
1571,Portoroz,Portoroz,Ljubljana,Slovenia,Europe,POW,LJPZ,45.473353,13.614978,7,1,E
1572,Slovenj Gradec,Slovenj Gradec,Ljubljana,Slovenia,Europe,,LJSG,46.471975,15.116997,1645,1,E
1573,Ceske Budejovice,Ceske Budejovice,Prague,Czech Republic,Europe,,LKCS,48.946381,14.427464,1417,1,E
1574,Caslav,Caslav,Prague,Czech Republic,Europe,,LKCV,49.939653,15.381808,794,1,E
1575,Hradec Kralove,Hradec Kralove,Prague,Czech Republic,Europe,,LKHK,50.2532,15.845228,791,1,E
1576,Horovice,Horovice,Prague,Czech Republic,Europe,,LKHV,49.848111,13.893506,1214,1,E
1577,Kbely,Praha,Prague,Czech Republic,Europe,,LKKB,50.121367,14.543642,939,1,E
1578,Kunovice,Kunovice,Prague,Czech Republic,Europe,,LKKU,49.029444,17.439722,581,1,E
1579,Karlovy Vary,Karlovy Vary,Prague,Czech Republic,Europe,KLV,LKKV,50.202978,12.914983,1989,1,E
1580,Plzen Line,Line,Prague,Czech Republic,Europe,,LKLN,49.675172,13.274617,1188,1,E
1581,Mnichovo Hradiste,Mnichovo Hradiste,Prague,Czech Republic,Europe,,LKMH,50.540211,15.006592,800,1,E
1582,Mosnov,Ostrava,Prague,Czech Republic,Europe,OSR,LKMT,49.696292,18.111053,844,1,E
1583,Namest,Namest,Prague,Czech Republic,Europe,,LKNA,49.165833,16.124925,1548,1,E
1584,Pardubice,Pardubice,Prague,Czech Republic,Europe,PED,LKPD,50.013419,15.738647,741,1,E
1585,Pribram,Pribram,Prague,Czech Republic,Europe,,LKPM,49.720078,14.100567,1529,1,E
1586,Prerov,Prerov,Prague,Czech Republic,Europe,PRV,LKPO,49.425833,17.404722,676,1,E
1587,Ruzyne,Prague,Prague,Czech Republic,Europe,PRG,LKPR,50.100833,14.26,1247,1,E
1588,Turany,Brno,Prague,Czech Republic,Europe,BRQ,LKTB,49.151269,16.694433,778,1,E
1589,Vodochody,Vodochody,Prague,Czech Republic,Europe,,LKVO,50.216581,14.395806,919,1,E
1590,Ben Gurion,Tel-aviv,Jerusalem,Israel,Asia,TLV,LLBG,32.011389,34.886667,135,2,U
1591,Teyman,Beer-sheba,Jerusalem,Israel,Asia,BEV,LLBS,31.287003,34.722953,656,2,U
1592,Tel Nov,Tel-nof,Jerusalem,Israel,Asia,,LLEK,31.839472,34.821844,193,2,U
1593,Eyn Shemer,Eyn-shemer,Jerusalem,Israel,Asia,,LLES,32.440814,35.007661,95,2,U
1594,Eilat,Elat,Jerusalem,Israel,Asia,ETH,LLET,29.561281,34.960081,42,2,U
1595,En Yahav,Eyn-yahav,Jerusalem,Israel,Asia,,LLEY,30.621656,35.203325,-164,2,U
1596,Haifa,Haifa,Jerusalem,Israel,Asia,HFA,LLHA,32.809444,35.043056,28,2,U
1597,Hatzor,Haztor,Jerusalem,Israel,Asia,,LLHS,31.7625,34.727222,148,2,U
1598,Mahanaim I Ben Yaakov,Rosh Pina,Jerusalem,Israel,Asia,RPN,LLIB,32.981047,35.571908,922,2,U
1599,Megiddo,Megido Airstrip,Jerusalem,Israel,Asia,,LLMG,32.597139,35.228803,200,2,U
1600,I Bar Yehuda,Metzada,Jerusalem,Israel,Asia,,LLMZ,31.328169,35.388608,-1266,2,U
1601,Nevatim Ab,Nevatim,Jerusalem,Israel,Asia,,LLNV,31.208347,35.0123,1330,2,U
1602,Ovda,Ovda,Jerusalem,Israel,Asia,VDA,LLOV,29.94025,34.93585,1492,2,U
1603,Ramat David,Ramat David,Jerusalem,Israel,Asia,,LLRD,32.665142,35.179458,185,2,U
1604,Ramon,Ramon,Jerusalem,Israel,Asia,,LLRM,30.776061,34.666769,2126,2,U
1605,Sde Dov,Tel-aviv,Jerusalem,Israel,Asia,SDV,LLSD,32.114661,34.782239,43,2,U
1606,Luqa,Malta,Malta,Malta,Europe,MLA,LMML,35.857497,14.4775,300,1,E
1607,Wiener Neustadt East,Wiener Neustadt Ost,Vienna,Austria,Europe,,LOAN,47.843333,16.260139,896,1,E
1608,Wels,Wels,Vienna,Austria,Europe,,LOLW,48.183304,14.040861,1043,1,E
1609,Graz,Graz,Vienna,Austria,Europe,GRZ,LOWG,46.991067,15.439628,1115,1,E
1610,Innsbruck,Innsbruck,Vienna,Austria,Europe,INN,LOWI,47.260219,11.343964,1906,1,E
1611,Linz,Linz,Vienna,Austria,Europe,LNZ,LOWL,48.233219,14.187511,978,1,E
1612,Salzburg,Salzburg,Vienna,Austria,Europe,SZG,LOWS,47.793304,13.004333,1411,1,E
1613,Schwechat,Vienna,Vienna,Austria,Europe,VIE,LOWW,48.110278,16.569722,600,1,E
1614,Klagenfurt,Klagenfurt,Vienna,Austria,Europe,,LOXK,46.642514,14.337739,1470,1,E
1615,Zeltweg,Zeltweg,Vienna,Austria,Europe,,LOXZ,47.202751,14.744223,2220,1,E
1616,Alverca,Alverca,Lisbon,Portugal,Europe,,LPAR,38.883278,-9.030097,11,0,E
1617,Santa Maria,Santa Maria (island),Azores,Portugal,Atlantic,SMA,LPAZ,36.97139,-25.170639,308,-1,E
1618,Braganca,Braganca,Lisbon,Portugal,Europe,BGC,LPBG,41.8578,-6.707125,2241,0,E
1619,Beja,Beja (madeira),Lisbon,Portugal,Europe,,LPBJ,38.078903,-7.932397,636,0,E
1620,Braga,Braga,Lisbon,Portugal,Europe,,LPBR,41.587058,-8.445139,247,0,E
1621,Coimbra,Coimba,Lisbon,Portugal,Europe,,LPCO,40.157223,-8.47,587,0,E
1622,Cascais,Cascais,Lisbon,Portugal,Europe,,LPCS,38.725025,-9.355231,326,0,E
1623,Covilha,Covilha,Lisbon,Portugal,Europe,,LPCV,40.264772,-7.479958,1572,0,E
1624,Evora,Evora,Lisbon,Portugal,Europe,,LPEV,38.533472,-7.889639,807,0,E
1625,Flores,Flores,Azores,Portugal,Atlantic,FLW,LPFL,39.455272,-31.131361,112,-1,E
1626,Faro,Faro,Lisbon,Portugal,Europe,FAO,LPFR,37.014425,-7.965911,24,0,E
1627,Graciosa,Graciosa Island,Azores,Portugal,Atlantic,GRW,LPGR,39.092169,-28.029847,86,-1,E
1628,Horta,Horta,Azores,Portugal,Atlantic,HOR,LPHR,38.519894,-28.715872,118,-1,E
1629,Lajes,Lajes (terceira Island),Azores,Portugal,Atlantic,TER,LPLA,38.761842,-27.090797,180,-1,E
1630,Monte Real,Monte Real,Lisbon,Portugal,Europe,,LPMR,39.831244,-8.887261,187,0,E
1631,Montijo,Montijo,Lisbon,Portugal,Europe,,LPMT,38.703861,-9.035916,46,0,E
1632,Ovar,Ovar,Lisbon,Portugal,Europe,,LPOV,40.915867,-8.645919,56,0,E
1633,Ponta Delgada,Ponta Delgada,Azores,Portugal,Atlantic,PDL,LPPD,37.741184,-25.69787,259,-1,E
1634,Pico,Pico,Azores,Portugal,Atlantic,PIX,LPPI,38.554333,-28.441333,109,-1,E
1635,Portimao,Portimao,Lisbon,Portugal,Europe,,LPPM,37.149331,-8.583961,5,0,E
1636,Porto,Porto,Lisbon,Portugal,Europe,OPO,LPPR,41.248055,-8.681389,228,0,E
1637,Porto Santo,Porto Santo,Lisbon,Portugal,Europe,PXO,LPPS,33.073386,-16.349975,341,0,E
1638,Lisboa,Lisbon,Lisbon,Portugal,Europe,LIS,LPPT,38.781311,-9.135919,374,0,E
1639,Sao Jorge,Sao Jorge Island,Azores,Portugal,Atlantic,SJZ,LPSJ,38.6655,-28.175817,311,-1,E
1640,Sintra,Sintra,Lisbon,Portugal,Europe,,LPST,38.831053,-9.339553,440,0,E
1641,Tancos,Tancos,Lisbon,Portugal,Europe,,LPTN,39.47514,-8.364583,266,0,E
1642,Vila Real,Vila Real,Lisbon,Portugal,Europe,VRL,LPVR,41.274334,-7.720472,1805,0,E
1643,Viseu,Viseu,Lisbon,Portugal,Europe,,LPVZ,40.725539,-7.888992,2060,0,E
6883,Eastern Oregon Regional Airport,Pendleton,Los Angeles,United States,America,PDT,KPDT,45.695,-118.841389,1497,-8,A
1645,Mostar,Mostar,Sarajevo,Bosnia and Herzegovina,Europe,OMO,LQMO,43.2829,17.845878,156,1,E
1646,Sarajevo,Sarajevo,Sarajevo,Bosnia and Herzegovina,Europe,SJJ,LQSA,43.824583,18.331467,1708,1,E
1647,Arad,Arad,Bucharest,Romania,Europe,ARW,LRAR,46.17655,21.262022,352,2,E
1648,Bacau,Bacau,Bucharest,Romania,Europe,BCM,LRBC,46.521946,26.910278,607,2,E
1649,Tautii Magheraus,Baia Mare,Bucharest,Romania,Europe,BAY,LRBM,47.658389,23.470022,605,2,E
1650,Aurel Vlaicu,Bucharest,Bucharest,Romania,Europe,BBU,LRBS,44.503194,26.102111,297,2,E
1651,Mihail Kogalniceanu,Constanta,Bucharest,Romania,Europe,CND,LRCK,44.362222,28.488333,353,2,E
1652,Cluj Napoca,Cluj-napoca,Bucharest,Romania,Europe,CLJ,LRCL,46.785167,23.686167,1036,2,E
1653,Caransebes,Caransebes,Bucharest,Romania,Europe,CSB,LRCS,45.42,22.253333,866,2,E
1654,Craiova,Craiova,Bucharest,Romania,Europe,CRA,LRCV,44.318139,23.888611,626,2,E
1655,Iasi,Iasi,Bucharest,Romania,Europe,IAS,LRIA,47.178492,27.620631,397,2,E
1656,Oradea,Oradea,Bucharest,Romania,Europe,OMR,LROD,47.025278,21.9025,465,2,E
1657,Henri Coanda,Bucharest,Bucharest,Romania,Europe,OTP,LROP,44.572161,26.102178,314,2,E
1658,Sibiu,Sibiu,Bucharest,Romania,Europe,SBZ,LRSB,45.785597,24.091342,1496,2,E
1659,Satu Mare,Satu Mare,Bucharest,Romania,Europe,SUJ,LRSM,47.703275,22.8857,405,2,E
1660,Stefan Cel Mare,Suceava,Bucharest,Romania,Europe,SCV,LRSV,47.6875,26.354056,1375,2,E
1661,Cataloi,Tulcea,Bucharest,Romania,Europe,TCE,LRTC,45.062486,28.714311,200,2,E
1662,Transilvania Targu Mures,Tirgu Mures,Bucharest,Romania,Europe,TGM,LRTM,46.467714,24.412525,963,2,E
1663,Traian Vuia,Timisoara,Bucharest,Romania,Europe,TSR,LRTR,45.809861,21.337861,348,2,E
1664,Les Eplatures,Les Eplatures,Zurich,Switzerland,Europe,,LSGC,47.08385,6.792836,3368,1,E
1665,Geneve Cointrin,Geneva,Paris,Switzerland,Europe,GVA,LSGG,46.238064,6.10895,1411,1,E
1666,Saanen,Saanen,Zurich,Switzerland,Europe,,LSGK,46.487499,7.250834,3307,1,E
1667,Sion,Sion,Zurich,Switzerland,Europe,SIR,LSGS,46.219592,7.326764,1585,1,E
1668,Alpnach,Alpnach,Zurich,Switzerland,Europe,,LSMA,46.943889,8.284167,1460,1,E
1669,Dubendorf,Dubendorf,Zurich,Switzerland,Europe,,LSMD,47.398644,8.648231,1470,1,E
1670,Emmen,Emmen,Zurich,Switzerland,Europe,,LSME,47.092369,8.305117,1400,1,E
1671,Mollis,Mollis,Zurich,Switzerland,Europe,,LSMF,47.078872,9.064831,1485,1,E
1672,Meiringen,Meiringen,Zurich,Switzerland,Europe,,LSMM,46.743333,8.11,1895,1,E
1673,Payerne,Payerne,Zurich,Switzerland,Europe,,LSMP,46.843208,6.915058,1465,1,E
1674,Buochs,Buochs,Zurich,Switzerland,Europe,,LSMU,46.974914,8.39915,1475,1,E
1675,Lugano,Lugano,Zurich,Switzerland,Europe,LUG,LSZA,46.004275,8.910578,915,1,E
1676,Bern Belp,Bern,Zurich,Switzerland,Europe,BRN,LSZB,46.9141,7.497153,1674,1,E
1677,Grenchen,Grenchen,Zurich,Switzerland,Europe,,LSZG,47.181628,7.417189,1411,1,E
1678,Zurich,Zurich,Zurich,Switzerland,Europe,ZRH,LSZH,47.464722,8.549167,1416,1,E
1679,St Gallen Altenrhein,Altenrhein,Zurich,Switzerland,Europe,ACH,LSZR,47.485033,9.560775,1306,1,E
1680,Samedan,Samedan,Zurich,Switzerland,Europe,SMV,LSZS,46.534075,9.884106,5600,1,E
1681,Guvercinlik,Ankara,Istanbul,Turkey,Europe,,LTAB,39.93495,32.740775,2694,2,E
1682,Esenboga,Ankara,Istanbul,Turkey,Europe,ESB,LTAC,40.128082,32.995083,3125,2,E
1683,Etimesgut,Ankara,Istanbul,Turkey,Europe,ANK,LTAD,39.949831,32.688622,2653,2,E
1684,Akinci,Ankara,Istanbul,Turkey,Europe,,LTAE,40.078919,32.565625,2767,2,E
1685,Adana,Adana,Istanbul,Turkey,Europe,ADA,LTAF,36.982166,35.280388,65,2,E
1686,Incirlik Ab,Adana,Istanbul,Turkey,Europe,,LTAG,37.0021,35.425894,238,2,E
1687,Afyon,Afyon,Istanbul,Turkey,Europe,AFY,LTAH,38.726425,30.601114,3310,2,E
1688,Antalya,Antalya,Istanbul,Turkey,Europe,AYT,LTAI,36.898731,30.800461,177,2,E
1689,Oguzeli,Gaziantep,Istanbul,Turkey,Europe,GZT,LTAJ,36.947183,37.478683,2315,2,E
1690,Iskenderun,Iskenderun,Istanbul,Turkey,Europe,,LTAK,36.573472,36.154,25,2,E
1691,Konya,Konya,Istanbul,Turkey,Europe,KYA,LTAN,37.979,32.561861,3381,2,E
1692,Tulga,Malatya,Istanbul,Turkey,Europe,,LTAO,38.35375,38.253944,3016,2,E
1693,Merzifon,Merzifon,Istanbul,Turkey,Europe,MZH,LTAP,40.829375,35.521992,1758,2,E
1694,Sivas,Sivas,Istanbul,Turkey,Europe,VAS,LTAR,39.813828,36.903497,5236,2,E
1695,Erhac,Malatya,Istanbul,Turkey,Europe,MLX,LTAT,38.435347,38.091006,2828,2,E
1696,Erkilet,Kayseri,Istanbul,Turkey,Europe,ASR,LTAU,38.770386,35.495428,3463,2,E
1697,Sivrihisar,Sivrihisar,Istanbul,Turkey,Europe,,LTAV,39.451469,31.365308,3185,2,E
1698,Tokat,Tokat,Istanbul,Turkey,Europe,,LTAW,40.306281,36.371089,1831,2,E
1699,Cardak,Denizli,Istanbul,Turkey,Europe,DNZ,LTAY,37.785567,29.701297,2795,2,E
1701,Ataturk,Istanbul,Istanbul,Turkey,Europe,IST,LTBA,40.976922,28.814606,163,2,E
1702,Balikesir,Balikesir,Istanbul,Turkey,Europe,BZI,LTBF,39.619258,27.925958,340,2,E
1703,Bandirma,Bandirma,Istanbul,Turkey,Europe,BDM,LTBG,40.317972,27.977694,170,2,E
6882,Tyonek Airport,Tyonek,Anchorage,United States,America,TYE,\N,61.076667,-151.138056,110,-9,A
1705,Eskisehir,Eskisehir,Istanbul,Turkey,Europe,ESK,LTBI,39.784138,30.582111,2581,2,E
1706,Adnan Menderes,Izmir,Istanbul,Turkey,Europe,ADB,LTBJ,38.292392,27.156953,412,2,E
1707,Gaziemir,Izmir,Istanbul,Turkey,Europe,,LTBK,38.319106,27.159353,433,2,E
1708,Cigli,Izmir,Istanbul,Turkey,Europe,IGL,LTBL,38.513022,27.010053,16,2,E
1709,Isparta,Isparta,Istanbul,Turkey,Europe,,LTBM,37.785369,30.581817,3250,2,E
1710,Kutahya,Kutahya,Istanbul,Turkey,Europe,,LTBN,39.426708,30.016872,3026,2,E
1712,Yalova,Yalova,Istanbul,Turkey,Europe,,LTBP,40.684353,29.375728,6,2,E
1713,Topel,Topel,Istanbul,Turkey,Europe,,LTBQ,40.735028,30.083336,182,2,E
1715,Dalaman,Dalaman,Istanbul,Turkey,Europe,DLM,LTBS,36.713056,28.7925,20,2,E
1716,Akhisar,Akhisar,Istanbul,Turkey,Europe,,LTBT,38.808887,27.83386,263,2,E
6881,Riverton Regional,Riverton WY,Denver,United States,America,RIW,KRIW,43.064167,-108.459722,5525,-7,A
1718,Imsik,Bodrum,Istanbul,Turkey,Europe,BXN,LTBV,37.140144,27.669717,202,2,E
1719,Samandira,Istanbul,Istanbul,Turkey,Europe,,LTBX,40.992975,29.216539,400,2,E
